userName,score,at,content,Aspek_Audio_Fitur,Aspek_Performa_Sistem,Aspek_Harga_Layanan,Sentimen,clean_teks
Andino_Ape,3,2020-10-25 13:50:37,"Sy pengguna samsung galaxy note 10, utk kualitas suara sy cenderung pilih YT Music, sebenernya di apple music sih dah jernih dgn kualitas AAC, tp di YTM mampu smp dgn kualitas FLAC. Yg bikin sy kecewa adalah dr segi pembayarannya.. knp hrs kudu kartu kredit.?! Apa gag ada cara lain.? Krn gak semua org pegang kartu kredit. Dan memang apple musik termasuk lebih murah dr pada YTM (Rp.59rb/bulan). Wajarlah kl YTMusic mahal, krn YTM banyak pilihan dgn kualitas suara baik dr SBC, AAC, FLAC.",1,1,1,0,sy guna samsung galaxy note utk kualitas suara sy cenderung pilih yt music sebenernya apple music sih dah jernih dgn kualitas aac di ytm mampu smp dgn kualitas flac yg buat sy kecewa dr segi bayar hrs kudu kartu kredit apa gag cara semua org pegang kartu kredit memang apple musik masuk lebih murah dr ytm rprbbulan wajar kl ytmusic mahal karena ytm banyak pilih dgn kualitas suara baik dr sbc aac flac
Eduard Simbolon,5,2020-10-23 15:30:24,Amazing,0,0,0,1,amazing
Ephal Rumbia,5,2020-10-23 15:09:43,Keren banget,0,0,0,1,bagus banget
Denny Kaligis,5,2020-10-23 12:52:55,Mantap,0,0,0,1,bagus
Achmad Firdaus,5,2020-10-22 22:30:13,Pengganti google music play,0,0,0,1,ganti google music play
Curros Waffle,5,2020-10-22 14:59:41,(Bagus) Aku dulu pengguna iphone suka beli music trus aku pindah ke android aku kira music aku terbuang sia sia gara gara pindah ke android tapi enggak ada apple music aku dulu suka beli music di iTunes.,0,0,1,1,bagus dulu guna iphone suka beli music trus pindah android kira music buang sia sia gara gara pindah android enggak apple music dulu suka beli music itunes
K-POP TV OFFICIAL YouTube Channel,5,2020-10-21 17:49:33,Apk nya keren banget buat dengerin musik yang aku suka..😉😉😉,1,0,0,1,aplikasi nya bagus banget buat dengar musik saya suka
emuzs,1,2020-10-21 10:01:50,kalau daftarnya harus berlangganan apps nya juga berlangganan dong,0,0,1,0,kalau daftar langgan apps nya langgan dong
Nasrullah Arfa Arief,2,2020-10-20 18:41:08,"suka ngebug, lagi yang udah di download sama udah di simpen di library, sebagian besar hilang",0,1,0,0,suka rusak yang download sama di simpen di library bagi besar hilang
arief aja,5,2020-10-20 11:59:05,suka sekali aplikasi ini,0,1,0,1,suka sekali aplikasi
RUDI GUNAWAN aozora,1,2020-10-16 22:45:41,Bad bad bad bad bad,0,0,0,0,bad bad bad bad bad
Pratama Aryaa,5,2020-10-15 23:20:13,Yes Ok,0,0,0,1,yes
RamSaint,2,2020-10-15 18:26:21,Bayar,0,0,1,0,bayar
ugu widodo,5,2020-10-14 11:45:43,Skrng jd bs nyetel music di andro ama iphone.... Ini aplikasi berbayar sangat rekomen..... Apalagi pke paket pelajar...,0,1,1,1,skrng jadi bs nyetel music andro ama iphone aplikasi bayar sangat rekomen pke paket ajar
Yosef Johanz (Asefjallu),4,2020-10-13 13:01:15,Coba dulu ya 👌😁,0,0,0,1,coba dulu
Ferry Kurniawan,1,2020-10-11 19:39:36,"Tolong lah dipermudah untuk pembayaran nya ,pakai dana,ovo,gopay atau potong pulsa gitu biar gampang",0,0,1,0,lah mudah bayar nya pakai danaovogopay potong pulsa gitu biar gampang
Meisy Vanesia,5,2020-10-10 11:26:15,"Saya suka aplikasinya, tapi masih banyak bug kadang suka lelet padahal jaringan gaada masalah Mohon diperbaiki..",0,1,1,1,suka aplikasi masih banyak rusak kadang suka lelet padahal jaring gaada masalah mohon baik
Bayu Gaming,5,2020-10-09 15:55:34,Very good and i like this ❤️,0,0,0,1,very good and i like this
Rahmad Purnomo,5,2020-10-08 21:54:23,"Puas banget pakai Apple Music, lagu-lagunya lengkap.",1,1,0,1,puas banget pakai apple music lagulagunya lengkap
Alvi Alfharizi,4,2020-10-08 20:01:10,tolong agar lagunya bisa di post di Instagram,1,1,0,1,agar lagu post di instagram
hendri ani,1,2020-10-06 13:17:46,Uninstall!!!!! Kirain bakal banyak metode pembayannya. Sangat disayangkan,0,0,0,0,uninstall kirain bakal banyak metode pembayan sangat sayang
Sarah Aprilia,1,2020-10-06 13:14:31,"Bukan nggak mau membayar yah. Saya mau bangat membayar, tapi sediakan cara berlangganan yang selain kartu kredit",0,0,1,0,bukan mau bayar yah mau bangat bayar sedia cara langgan selain kartu kredit
Ayu Alisya,1,2020-10-06 13:12:14,"Berbayar tidak masalah. Tapi tolong tambahkan metode pembayaran lain. Ada ovo, gopay, link aja, dana.",0,0,1,0,bayar masalah tolong tambah metode bayar ada ovo gopay link aja dana
Sr Nrsn,1,2020-10-06 13:05:38,"Akan sangat bagus untuk menyediakan cara berlangganan yang lain, seperti penotongan pulsa, dana, ovo gopay dll. Semoga di baca",0,0,1,0,sangat bagus sedia cara langgan lain penotongan pulsa dana ovo gopay moga baca
Acip Yulianto,5,2020-10-05 13:19:11,godf,0,0,0,1,godf
Deva Erlangga putra,5,2020-10-03 22:35:37,Ok sip,0,0,0,1,sip
Arif Siregar,5,2020-10-03 20:56:20,"More Song, Nice Motion while the song is playing",1,0,0,1,more song nice motion while the song is playing
hilmi pradana,4,2020-10-02 05:37:25,Please developers add to share the music on story in the Ig likes originally in IOS,0,0,0,1,please developers add to share the music on story in the ig likes originally in ios
Fackboy Micin,1,2020-10-01 15:46:23,cuma lagu suruh bayar merugikan sekali,1,1,1,0,cuma lagu suruh bayar rugi sekali
cekson cekson,4,2020-09-29 18:23:21,Mediocre,0,0,0,1,mediocre
Thio Meiza,5,2020-09-28 16:45:49,How to set up a sleep time in apple music. Thank you,0,0,0,1,how to set up a sleep time in apple music thank you
Tarul Crb,5,2020-09-28 14:47:44,Mantap,0,0,0,1,bagus
Muizzatun Ihsani,1,2020-09-26 00:31:50,"Cara berhenti berlangganannya kek gimana? Bingung, minta tolong dong T_T",0,0,1,0,cara henti langgan kek gimana bingung minta dong tt
Muhammad Ridwan Dwi Syah Putra,1,2020-09-24 13:26:06,Ini lagu bisa di donlod ngak sih gua cari tempat donlod nya dimana y hmm mungkin ini untuk dengari aja kali y uuuu lagu taik tapi saya kasih bintang 5,1,1,0,0,lagu di donlod ngak sih cari tempat donlod nya y hmm mungkin untuk dengar aja kali y uuuu lagu taik saya kasih bintang
Dinda Daffa,5,2020-09-24 13:01:17,Mantap,0,0,0,1,bagus
Ike Melani,1,2020-09-23 14:06:46,Ga enak aplikasinya,0,1,0,0,enak aplikasi
Reswara Sigit,1,2020-09-22 23:01:05,Kok saya gabisa log in ya,0,1,0,0,kok tidak log in
Pengguna Google,1,2020-09-22 22:25:46,Mohon lebih dioptimalkan untuk ponsel Android. 😭 Worst app,0,0,0,0,mohon lebih optimal ponsel android worst aplikasi
henry dharmawan,3,2020-09-22 20:52:20,"Sudah langganan di iPhone. Tapi sejak saya pindah Android, aplikasinya kurang responsif dan lelet, padahal jaringan bagus. Tolong perbaiki lagi kedepannya",0,1,1,0,langgan iphone sejak pindah android aplikasi kurang responsif lelet padahal jaring bagus baik depan
Pilgrim,5,2020-09-22 00:38:23,"Wahhh mantapp lagu-lagu yang udh gw beli di IPhone ternyata masih ada. Wihhh beruntung banget, tinggal download ulang ajj gak usah beli lagi.... mantappp thanks Apple Music. Satu lagi kalau bisa apple podcast jadiin satu ajj dengan apple music pasti kerennn... 👍👍👍",1,1,0,1,wahhh mantapp lagulagu sudah beli iphone nyata ada wihhh untung banget tinggal download ulang ajj usah beli mantappp thanks apple music satu kalau apple podcast jadiin satu ajj apple music kerennn
Alan Yuliprat,4,2020-09-21 00:48:02,"Saya tambahin bintang nya, karena udah bisa pembayaran lewat DANA. Feedback kedepannya untuk developer aplikasi ini, tingkatin lagi ya optimalisasi aplikasi nya, saya liat untuk optimalisasi software nya masih bagusan si hijau.",0,1,1,1,tambahin bintang nya sudah bayar lewat dana feedback depan developer aplikasi tingkatin ya optimalisasi aplikasi nya liat optimalisasi software nya bagus si hijau
Mamak Mamak,2,2020-09-19 18:40:30,Bagus,0,0,0,0,bagus
baduyWRLD,2,2020-09-18 22:49:25,app yang sangat mengecewakan,0,0,0,0,aplikasi sangat kecewa
Resal,5,2020-09-17 22:43:16,Good,0,0,0,1,good
Daniel Tumpal Sinurat 089,5,2020-09-15 20:41:04,Aku danglod ini karena mau buka kunci ipone aku,0,0,0,1,danglod karena mau buka kunci ipone
Dim Yikwa,5,2020-09-12 14:11:24,Hp android ngak bisa sambung ke iPhone tuu,0,0,0,1,hp android ngak sambung iphone tuu
Rhandra,3,2020-09-12 13:18:53,"Masih aja lemot pemakaiannya, tidak smooth kayak Spotify",0,1,0,0,aja lambat pakai smooth kayak spotify
Retno Sekar Arumi,4,2020-09-12 12:10:54,Aku kasih bintang _4 dlu ya soalnya aku baru donwlod🙏,0,0,0,1,kasih bintang dlu soal baru donwlod
Hegar Manggala,1,2020-09-10 21:24:09,"Susah cara berlangganannya., hrus punya CC ., tlong lah apple music bisa berlangganan menggunakan potong pulsa atau pembayaran melalui DANA, GOPAY ATAU OVO., saya gx masalah kalo harus bayar biaya berlangganan asal utk pembayarannya dipermudah., jgn harus menggunakan kartu kredit",1,1,1,0,susah cara langgan hrus punya cc tlong lah apple music langgan guna potong pulsa bayar lalu dana gopay ovo gx masalah kalau bayar biaya langgan asal utk bayar mudah jgn guna kartu kredit
Abdul Bari,5,2020-09-07 18:34:07,Great amazing,0,0,0,1,great amazing
Benny,5,2020-09-07 18:14:58,"Next update, semoga sudah bisa share ke IG Story.",0,0,0,1,next update moga bisa share ig story
Jeje Bana,1,2020-09-04 15:46:42,Cuman bisa di iPhone doang,0,0,0,0,cuma di iphone doang
Athaya Rafif Arrayyan A.R.A.R,5,2020-09-04 14:01:48,Muantepu jewaaa,0,0,0,1,muantepu jewaaa
Cak Memet,5,2020-09-02 22:54:58,Mantap keren banget hebat terbaik,0,0,1,1,bagus bagus banget hebat baik
Yehezkiel Asmin,4,2020-09-01 11:45:11,Tidak sewah di iPhone,0,0,0,1,sewah iphone
Jozsef Mezei,4,2020-08-30 03:23:55,Szia,0,0,0,1,szia
Nabila Saja,5,2020-08-29 01:26:28,semoga apple ini bisa membuat saya menjadi senang dimana pun dan sampe kapan pun nnt nya,0,0,0,1,moga apple bisa buat jadi senang sampe kapan pun nnt nya
David,5,2020-08-28 23:28:45,"Suka aplikasi nya Bagus streaming music dari hp android maupun iPhone, tapi sayang pembayaran langganan via Dana tidak ada Semoga ada perbaikan fitur seperti aplikasi Spotify,Joox,Resso bisa bikin lirik dengan background",1,1,1,1,suka aplikasi nya bagus streaming music hp android maupun iphone sayang bayar langgan via dana moga ada baik fitur aplikasi spotifyjooxresso buat lirik background
Lucky Ferdi Yanda,5,2020-08-27 20:40:27,"Gak taunya,apl bayar ini klo untuk dngar lagu",1,1,1,1,taunyaapl bayar kalau dngar lagu
Porenjes Merah,5,2020-08-27 19:04:34,Sangat suka sekali,0,0,0,1,sangat suka sekali
Eilhan Chariz,5,2020-08-27 14:48:21,Best Music,0,0,0,1,best music
Yamada Prasetyo,5,2020-08-26 16:00:24,Bu v ..,0,0,0,1,bu v
Efraim Reynaldi Abdas,5,2020-08-25 03:22:09,"Untuk keseluruhan nya smua bagus, tunggu fitur share ke Instagram lagi ya itu aj kurang. mohon untuk di update:)",0,1,0,1,seluruh nya smua bagus tunggu fitur share instagram ya aj kurang mohon di update
Rudi Sumardi,5,2020-08-24 09:07:23,Bagus,0,0,0,1,bagus
Ika Purwantika,5,2020-08-23 17:23:58,Wow kaya ios,0,0,0,1,wow kaya ios
Said Fauzul,5,2020-08-22 10:51:20,Suka sekali kualitas audionya sangat detail. Good job apple!!!,1,0,0,1,suka sekali kualitas audio sangat detail good job apple
Octa Wahyuningtyas,4,2020-08-22 09:39:42,Kenapa metode pembayarannya gabisa pakai dana ya?,0,1,1,1,metode bayar bisa pakai dana
Ɗєωα • νвяи_,5,2020-08-20 02:18:31,"Dᴏɴ'ᴛ ʙᴇ ᴀ Nᴇᴛɪᴢᴇɴ, Kᴇᴇᴘ ʙᴇɪɴɢ ᴀ Cɪᴛɪᴢᴇɴ👍🏼👍🏼",0,0,0,1,d n k c
Reva Azdanan,5,2020-08-19 12:10:36,Ini baru impian gua,0,0,0,1,baru impi
Kaila Bengkulu,5,2020-08-16 10:39:26,Ini bagus 👍,0,0,0,1,bagus
Mece Wuarlela,5,2020-08-15 11:13:40,bagus soalnya bisa cari lagu di sini,1,1,0,1,bagus soal cari lagu sini
MUHAMMAD FAKHRI DWI NUGROHO,1,2020-08-14 10:17:47,free tapi iklan gpp yang penting ga bayar,0,0,1,0,free iklan gpp penting bayar
Desmiati Bija,4,2020-08-12 11:52:00,Iphone bagus cuma metode pembayaran seharusnya mengikuti metode pembayaran google play yaitu pembayaran pulsa atau pembayaran saldo apple.,0,0,1,1,iphone bagus cuma metode bayar ikut metode bayar google play bayar pulsa bayar saldo apple
ilham habib azizi,1,2020-08-08 22:50:12,too slow,0,0,0,0,too slow
Ismail Sholeh,1,2020-08-08 11:17:21,Aplikasi nya bayar,0,1,1,0,aplikasi nya bayar
Asifa 2611,5,2020-08-01 02:27:28,Baik,0,0,0,1,baik
Yeni Silvani Dameris S,3,2020-07-30 23:53:49,"Mau kasih saran, kalo boleh yang pengguna android bisa juga ngeshare lagu ke instagram story. Terima kasih 🙏🏻",1,1,0,1,mau kasih saran kalau yang guna android juga ngeshare lagu instagram story terima kasih
ichwan “abit” husaini,1,2020-07-30 11:53:51,Tidak bisa sinkron dengan IPhone,0,0,0,0,bisa sinkron iphone
pippa boo,5,2020-07-27 17:52:17,"lihatlah ulasan dari pengguna lain sebelum men-download app ini bagi kalian yang masih enggan bayar buat denger music mending ga usah download app ini, cari app lain yang bikin kalian nyaman, dan bagi kalian yang mengutamakan kualitas tanpa peduli harus keluarin biaya app ini cocok buat kalian",0,0,1,1,lihat ulas guna belum mendownload aplikasi bagi kalian masih enggan bayar buat dengar music mending usah download aplikasi cari aplikasi buat kalian nyaman bagi kalian yang utama kualitas peduli keluarin biaya aplikasi cocok buat kalian
Vie Wi,5,2020-07-23 19:28:22,Sebelumnya saya pemakai Iphone selama ±3 tahun dan saya banyak membeli Album dan masing² lagu. Kemudian. tahun kemarin saya ganti android. Tapi kalo di buka dari android pakai akun itunes kok album dan lagu² yang saya beli kok kosong ya? Apa hanya di Ios saja?,1,1,0,1,belum pakai iphone lama tahun banyak beli album masing lagu kemudian tahun kemarin saya ganti android kalau buka android pakai akun itunes kok album lagu saya beli kok kosong apa di ios
Gerson Jerome,5,2020-07-23 18:40:52,"Good good very goooood, i love this app....",0,0,0,1,good good very goooood i love this aplikasi
Mang Ody,1,2020-07-22 22:29:31,Kurang optimal,0,0,0,0,kurang optimal
fikrul islam,5,2020-07-22 22:24:55,Kualitas jernih,1,0,0,1,kualitas jernih
Ibnu Abdillah Ridho,5,2020-07-18 21:36:12,Miskin bilang bos,0,0,0,1,miskin bilang bos
Gede Puja Astika,5,2020-07-18 03:13:14,"Teman saya banyak bilang kalau aplikasi ini adalah aplikasi musik online dengan kualitas suara terbaik dan lagunya kedua terbanyak setelah spotify. Karena saya mencari kualitas suara, apalagi saya biasa dengar musik di iphone & ipod, aplikasi ini jadi pilihan saya di samping aplikasi musik online lainnya misal qobuz atau tidal",1,1,1,1,teman banyak bilang kalau aplikasi adalah aplikasi musik online kualitas suara baik lagu dua banyak spotify cari kualitas suara saya biasa dengar musik iphone ipod aplikasi jadi pilih saya di samping aplikasi musik online lain misal qobuz tidal
Syammy Yusuf,5,2020-07-17 19:44:48,"Meskipun playlistnya nggak sebanyak dan selengkap spotify, tapi tetep aja kualitas musiknya kaga bisa boong. 👍🏻👍🏻👍🏻",1,0,0,1,meski playlistnya banyak lengkap spotify tetep aja kualitas musik kaga boong
Jati L,5,2020-07-16 19:12:08,"Buat kamu yg ngeluh kenapa musik berbayar. Ini karena original dan bentuk apresiasi terhadap para pelaku industri musik. Gratis ada banyak arti. Gratis karena udah ada iklan, versi trial, atau benar2 free. Satu lagi, sebenarnya gak mahal, mungkin emang bukan Anda target pasarnya",1,1,1,1,buat kamu yg ngeluh musik bayar original bentuk apresiasi para laku industri musik gratis banyak arti gratis karena sudah iklan versi trial benar free satu benar mahal mungkin emang bukan target pasar
Ardi Sanjaya,5,2020-07-14 10:05:37,Kwalitas sound jernih dan nyaman didengar sambil santai. Atau bekerja pokoknya asyiiik,1,0,0,1,kwalitas sound jernih nyaman dengar santai kerja pokok asyiiik
Ibu Mamah,5,2020-07-14 01:36:03,Saya seuring deungeurin musik klw malam tapi suara nya tida seubeuning di apple music,1,0,0,1,uring deungeurin musik klw malam suara nya tida seubeuning apple music
Salomo Yoel Lianggada,5,2020-07-13 06:37:07,kualitas audio dapet bgt .. bahkan lbh jelas daripada tidal,1,0,0,1,kualitas audio dapet banget bahkan lbh jelas tidal
samudera arie,5,2020-07-12 13:29:28,Mantappp,0,0,0,1,mantappp
Fathin Qanita,2,2020-07-11 12:43:57,We all know Apple music is a paid subscription which is a big deal for me as an avid music listener. I know Apple music content is one of the best among other streaming services so I really don't mind with a cost of monthly subscriptions that follow. But it's really disheartening to know that the app contain so much bugs that I cannot play radio at all and it takes a lot of time to play just one song. I have to say this is a major disappointment from user experience. 👎,1,1,1,0,we all know apple music is a paid subscription which is a big deal for me as an avid music listener i know apple music content is one of the best among other streaming services so i really dont mind with a cost of monthly subscriptions that follow but its really disheartening to know that the aplikasi contain so much bugs that i cannot play radio at all and it takes a lot of time to play just one song i have to say this is a major disappointment from user experience
Hartias Ningrum,4,2020-07-10 10:38:16,mantul,0,0,0,1,mantul
Rully Pahruroji,5,2020-07-10 06:38:36,The best 👌,0,0,0,1,the best
Belader ependi Lupa sama muka,4,2020-07-09 08:01:31,Mantap,0,0,0,1,bagus
Carmin Casmadi,4,2020-07-07 21:32:52,Saya suka..saya suka,0,0,0,1,sukasaya suka
Deky Permana,5,2020-07-07 05:01:36,"Dear Apple, This App Is So Good But You Need To Add Some Option To Pay A Premium Account For Example Google Pay Or Paypal. Just That What I Want to Tell, Thanks Apple!.",0,0,1,1,dear apple this aplikasi is so good but you need to add some option to pay a premium account for example google pay or paypal just that what i want to tell thanks apple
Wahab Zaid,5,2020-07-05 00:30:51,Tes ach,0,0,0,1,tes ach
Akun Game Buriq,5,2020-07-04 14:28:57,Mantap kayak eek,0,0,0,1,bagus kayak eek
Cakra Wirawan,5,2020-07-03 21:30:34,"Lebih suka di apple music dibanding streaming music lainnya, harga juga gak jauh beda sama yang lain.",0,0,1,1,lebih suka apple music banding streaming music lain harga tidak jauh beda sama lain
Inno Drive,1,2020-07-03 01:10:22,Haha,0,0,0,0,haha
Yutip Firtanto,5,2020-07-02 15:07:52,Makasih bisa dengerin lagu sedunia,1,1,0,1,makasih dengar lagu dunia
jane chrsta,2,2020-07-01 19:06:24,Macet macet,0,0,0,0,macet macet
Ali Sadikin,5,2020-07-01 17:53:25,Bismillah,0,0,0,1,bismillah
hey you,5,2020-07-01 17:27:48,The best,0,0,0,1,the best
Muttaqin Khoirul,4,2020-06-30 17:44:32,"Setelah update yang terbaru, tiap mau masuk ke aplikasi mesti mulai awal lagi, loading me-restore data lagi, Padahal yang sebelum nya enggak.",0,1,1,1,update baru tiap mau masuk aplikasi mesti mulai awal loading merestore data padahal belum nya enggak
Fcnr 004,1,2020-06-29 21:54:16,DIPERUNTUKAN HANYA UNTUK SULTAN😌✊🏻,0,0,0,0,untuk untuk sultan
Ming Wiyono,1,2020-06-29 10:20:44,TIDAK BISA DIBUKA BUATMU BINTANG FULL SATU APPLE,0,0,0,0,bisa buka buat bintang full satu apple
Mu'arif Akhmad,1,2020-06-27 19:51:01,"Jernih lah, bagus lah, tapi bayar, buat yg berduit doang, coba lah free kaya yg lain",1,0,1,0,jernih lah bagus lah bayar buat yg duit doang coba lah free kaya yg
Ade Muhammad,5,2020-06-26 14:19:29,Gue juga pasti$,0,0,0,1,gue pasti
Naufaldie Monterie,4,2020-06-24 12:09:53,"So far so good, wish the new update we can share the music on instagram stories",0,0,0,1,so far so good wish the new update we can share the music on instagram stories
taufik akbar,5,2020-06-24 07:08:40,"Paling the best diantara semua streaming musik seperti spotify,joox dan youtube music,,,,kualitas audio streaming nya diatas semua nya,,,pokoke the best lah,,,bisa dipake di android juga",1,0,0,1,paling the best antara semua streaming musik spotifyjoox youtube musickualitas audio streaming nya atas semua nyapokoke the best lahbisa dipake android
