userName,score,at,content
Pengguna Google,1,2019-07-02 14:48:19,gabisa masuk ke aplikasi ini gimana cara nya tolong berii sarann
Pengguna Google,5,2019-06-30 13:36:42,"meskipun masih sedikit ngebug,tetep bagus appny"
Pengguna Google,5,2019-06-30 09:19:54,ok
Pengguna Google,5,2019-06-29 18:37:36,keeeren
Pengguna Google,4,2019-06-29 07:34:00,baru
Pengguna Google,5,2019-06-29 01:34:11,Anda butuh akun apple music id aktif. ig mfns[dot]19
Pengguna Google,1,2019-06-28 20:07:20,LOGIN NYA GIMANA ANJENGH?
Pengguna Google,1,2019-06-27 23:23:20,asikkk pindah ke planet mars 🤣🤣🤣
Pengguna Google,4,2019-06-24 02:25:44,"Saya pengguna android kenapa tidak bisa simpan playlist ya? Fitur save playlist tidak bisa saya enable, tolong bantuannya."
Pengguna Google,5,2019-06-23 14:18:41,"Anyeonghaseo perkenal kan saya Reva Saya kasih bingang 5,tapi saya baru mau coba btw Bisa di Dwonload gak?"
Pengguna Google,1,2019-06-21 18:57:47,kagak ade bahasa indonesia nye
Pengguna Google,5,2019-06-19 23:37:09,Best quality😍😍
Pengguna Google,3,2019-06-17 14:33:38,"pembayaran via pulsa dong... disediakan metode pembayaran alternatif selain debit card, thanks"
Pengguna Google,3,2019-06-17 07:23:07,knp harus bayar ._.
Pengguna Google,5,2019-06-16 16:57:54,"yg ngasih bintang 1 ga modal fix. makanya kerja bosq, jgn cari gratisan mulu dasar misqueen heheh"
Pengguna Google,4,2019-06-15 17:59:46,"audionya bgus, lebih keras dri apl sebelah.. cuman agak kecewa karena abis gua update, equalisernya ikut brubah.. dlu bisa atur2 bas, treble. ini udah ikutin equaliser hp gua..."
Pengguna Google,5,2019-06-15 14:13:21,Apple music. ok
Pengguna Google,3,2019-06-14 22:29:04,"good,main pubg gak ngelag gan"
Pengguna Google,4,2019-06-13 17:40:10,Please add share to Instagram stories. Spotify and Deezer was do it why Apple not????
Pengguna Google,1,2019-06-13 12:03:28,babi anjing kontil apk bacot
Pengguna Google,3,2019-06-12 20:25:45,"Songs collection wise it is amazing. I can even find some vocaloid Songs that isnt too popular. But its get annoying when you have to update security question info, idk why but i cant scroll the question! Please fix this id like to use this app again"
Pengguna Google,5,2019-06-11 14:48:08,MUSLIM. KANTOR. JAKARTA. PUSAT. INFO. BERITA
Pengguna Google,5,2019-06-08 23:01:54,good
Pengguna Google,5,2019-06-07 23:22:29,Go Listen BTS ft Charli XCX Ost.BTS world
Pengguna Google,5,2019-06-06 21:16:00,"bagusss, tapi sayang berbayar"
Pengguna Google,5,2019-06-04 09:17:44,wah aku bisa mendwold lagu deh❤❤
Pengguna Google,5,2019-06-02 19:31:36,good
Pengguna Google,5,2019-05-31 22:02:01,nice
Pengguna Google,5,2019-05-31 13:13:47,i like it
Pengguna Google,1,2019-05-31 12:53:25,Aplikasi berbayar gak bagus😩👎👎
Pengguna Google,3,2019-05-31 11:25:08,ok
Pengguna Google,5,2019-05-30 07:00:11,apikeh
Pengguna Google,1,2019-05-30 06:23:05,Masih bagusan Joox
Pengguna Google,1,2019-05-29 19:37:11,bapak kau tanding bola gk datang
Pengguna Google,5,2019-05-29 05:15:13,Great!!!! 🔥 🔥 🔥 🔥 🔥
Pengguna Google,5,2019-05-23 21:42:45,ok
Pengguna Google,1,2019-05-23 06:30:08,"cukup tampilkan iklan, tdk usah pake bayar""/berlangganan sgala. masih bnyk aplikasi pemutar musik online yg gratis. klo jaman dlu mungkin masih wajar, skrng jaman sdah canggih dan serba ada."
Pengguna Google,5,2019-05-23 02:27:24,Aplikasi streaming musik yg sangat bagus dari kualitas audionya dan tampilannya Kritik saya ketika ingin play lagu dari pertama ke yg lain lamban loadingnya
Pengguna Google,1,2019-05-21 19:37:26,"saya gak punya kredit, keluarga saya gak ada yang pake kredit jadi saya sangat kecewa saat tau harus memakai kartu kredit"
Pengguna Google,5,2019-05-20 22:25:44,"the best sound ever! I used joox and spotify before, but since I try apple music in my iphone, the bass and everything is best"
Pengguna Google,1,2019-05-20 10:08:57,tidak bagus jelek masa harus dibayar
Pengguna Google,5,2019-05-18 22:28:25,cukup baik
Pengguna Google,4,2019-05-17 11:25:35,bagus namun sedikit bikin lag..
Pengguna Google,1,2019-05-16 15:02:28,"Perlu bayar, dikirain gratis... nggak bisa denger musik deh... 😭😭😭"
Pengguna Google,1,2019-05-14 19:31:08,jangan download di android.. gak bisa login aplikasi sampah
Pengguna Google,5,2019-05-14 08:23:36,yang ngasih bintang 1 gk tau cara makek aplikasinya
Pengguna Google,1,2019-05-13 23:18:48,aplikasi gak guna. buang2 duit aja. lbh efisien pke apk android.
Pengguna Google,5,2019-05-13 00:15:10,di coba dulu
Pengguna Google,1,2019-05-11 21:31:47,"aplikasi gak guna, auto langsung gue uinstal"
Pengguna Google,5,2019-05-10 18:30:51,sangat bagus
Pengguna Google,1,2019-05-10 12:09:07,aplikasi ini tidak bisa di pakai karena mendaftar pake imail
Pengguna Google,5,2019-05-08 22:25:00,"dibanding spotify, kualitas audionya lebih nendang apple music terutama lagu lagu era 80 90 ampe 2000an awal"
Pengguna Google,4,2019-05-07 12:12:44,apknya bagus sekali recommended untuk kalian yang suka produk Apple
Pengguna Google,4,2019-05-05 13:07:56,hanya orang bego dan g pernah megang iphone yg bilang aplikasi ini jelek
Pengguna Google,5,2019-04-30 14:08:50,sangat suka
Pengguna Google,1,2019-04-29 21:32:07,susah di download
Pengguna Google,1,2019-04-27 12:50:46,tidak bisa di head unit hiro
Pengguna Google,1,2019-04-26 18:47:15,It is not iTunes. and no easy payment method too. Spotify is much much better
Pengguna Google,3,2019-04-25 21:59:09,sering banget eror
Pengguna Google,5,2019-04-25 18:11:31,Sobat miskin yg nge-rate bintang satu
Pengguna Google,1,2019-04-23 09:27:04,"its the worst music player, i ever download. it can't play song without skipped or stop."
Pengguna Google,5,2019-04-21 12:53:26,awesome💥💥💥💥💥
Pengguna Google,4,2019-04-21 09:59:04,mantap bisa koneksi dengan iphone saya.. sayang kadang crash sama google maps dan aplikasi line.. tolong diperbaiki lagi agar tidak kecewa.. kalau bisa terbaca sama aplikasi bixby jadi tambah keren...
Pengguna Google,1,2019-04-20 21:56:40,"Very bad application that i've ever used, I've registered 3x but i can't login,"
Pengguna Google,3,2019-04-20 08:59:10,Please add mobile payment option
Pengguna Google,5,2019-04-18 13:19:40,karena saya suka musik yang asik
Pengguna Google,5,2019-04-17 22:19:21,Senang sekali saat tau apple music ada di android. Jadi bisa disinkronkan dengan apple device lain dan tidak perlu langganan aplikasi lain. Yay!
Pengguna Google,5,2019-04-16 01:11:02,"Aplikasi bagus and keren. Saya pake versi android untuk pelengkap saja karna kerabat saya pake android, sya invite dengan family plan. Koq sepi sekali reviewnya gak kyak spot***? Pada malas bayar ya hahahaha, kurang modal netijen +62!!"
Pengguna Google,4,2019-04-13 18:24:30,tak lihat dulu yoo.
Pengguna Google,1,2019-04-12 04:26:49,apk ini bisa dowlod lagu
Pengguna Google,4,2019-04-08 21:27:05,good
Pengguna Google,5,2019-04-08 20:57:25,good apps
Pengguna Google,5,2019-04-08 10:31:33,"yang ngasih bintang 1 berarti gak paham produk apple, atau gak punya produk apple. dan gak punya kartu kredit. atau punya cc tapi gak mau langganan. Kalian manusia minta gratisan dan gak ngerti kualitas pindah saja ke planet mars, gak guna dibumi wkwk. APPLE Terbaik ❤"
Pengguna Google,5,2019-04-07 18:40:06,bagus tadinya mengira hanya bisa diperangkat apple saja ternyata all in perangkat android dan microsoft windows juga bisa keren!!!
Pengguna Google,4,2019-04-06 15:02:38,mungkin ditambah pembayaran pulsa akan lebih bagus apalagi buat yang masih pelajar tapi gaada atm kek aku :v
Pengguna Google,1,2019-04-06 11:50:19,"maaf , tidak sesuai dengan apa yang di pikirkan"
Pengguna Google,1,2019-04-03 18:55:38,ini khusus buat hp apa ini..buat ios
Pengguna Google,1,2019-04-02 18:42:29,aplikasi busuk
Pengguna Google,5,2019-03-31 21:51:48,Awesome
Pengguna Google,3,2019-03-31 09:33:13,tolong tingkatkan lagi
Pengguna Google,5,2019-03-30 21:38:32,"Lagunya lumayan lengkap dan ada pilihan berlangganan student university yang murah juga buat pelajar yang masih aktif, cara daftar buat pelajar lumayan susah tapi berkat bantuan yang responsif jadi bisa dibilang jadi mudah. Sayangnya metode pembayaran tidak sebanyak spotify."
Pengguna Google,3,2019-03-29 09:28:25,Ui nya ga sebagus di iphone
Pengguna Google,5,2019-03-27 13:09:22,bagus
Pengguna Google,5,2019-03-27 07:06:03,"sok iyes lu.. apple gini lah, gitu lah.. bacott padahal ngga pernah make apple.. buat yg kasih rating rendah, dipake otaknya.. jangan asal komen aja, cari tau dulu.. langganan kaga, bacot lagi.. 5 stars for this app"
Pengguna Google,3,2019-03-26 22:41:04,Banyak lagu yg di ulang ulang. di atas sudah ada lagi tsb. di bawah ada lagi lagu yg sama. kalau bisa jgn dobel gitu ya. thanks
Pengguna Google,1,2019-03-25 18:18:46,lol
Pengguna Google,5,2019-03-25 11:13:16,"bagus ,tampilan keren, suara jernih, tapi ya emang berbayar. overall suka deh"
Pengguna Google,5,2019-03-24 09:37:36,"lu semua gk usah bacot, bilang gk bagus memang dasar lu miskin pake andro"
Pengguna Google,5,2019-03-23 21:46:01,missqueen kalian gak mau bayar 50k buat subscription
Pengguna Google,1,2019-03-23 17:05:21,gw pasang apk ini hanya buat ambil skin mobile legends hahaha
Pengguna Google,1,2019-03-23 07:44:50,belum dicoba
Pengguna Google,2,2019-03-23 03:34:03,kenapa lagu nya gak bisa di putar? udah di download tapi gak bisa di putar di play :( ngeselin
Pengguna Google,1,2019-03-20 22:31:26,aplikasi ruet!!! jancok!! daftar e wae angel aplikasi bangsat perlu di musnahkan
Pengguna Google,1,2019-03-20 21:15:00,Ribet
Pengguna Google,5,2019-03-20 12:57:56,👌👍
Pengguna Google,5,2019-03-18 23:15:40,Coba klo bagus
Pengguna Google,5,2019-03-17 10:06:27,op
Pengguna Google,5,2019-03-17 08:52:11,nice
Pengguna Google,5,2019-03-16 21:23:42,bagi saya ini adalah apk music terbaik sedunia. terimakasih apple udah mengembangkan apknya di android
Pengguna Google,5,2019-03-14 01:55:55,lagi coba lagi nihhh...
Pengguna Google,5,2019-03-10 15:14:53,bagus bgt
Pengguna Google,5,2019-03-09 23:00:57,ok
Pengguna Google,5,2019-03-09 22:14:05,bagus banget cuma bahasanya bahasa inggris sih
Pengguna Google,4,2019-03-07 00:37:44,very good
Pengguna Google,5,2019-03-04 22:51:38,musik kualitas hi res dan harus py apple id. aplikasi streaming dan berbayar
Pengguna Google,5,2019-03-04 14:43:20,very good
Pengguna Google,5,2019-03-03 11:49:13,Mantap👏👍 Semua lagu ada menn.
Pengguna Google,5,2019-03-03 10:48:13,TOLING APLIKASI INI DI GRATIS KAN
Pengguna Google,5,2019-03-03 09:05:44,lumayan
Pengguna Google,5,2019-03-02 13:59:56,Nice app
Pengguna Google,2,2019-02-22 16:43:10,aplikasi berbayar
Pengguna Google,5,2019-02-22 10:53:19,"good apk,i like it,,,"
Pengguna Google,5,2019-02-22 10:00:25,Like
Pengguna Google,1,2019-02-21 18:52:49,apk anjing apaan ini nyesel gua download nya pas gua buka ga enak bgt langsung gua copot nih aplikasi nob
Pengguna Google,1,2019-02-20 09:59:01,"saran : bisa bayar pake pulsa dong, please 😊"
Pengguna Google,5,2019-02-17 14:18:53,best
Pengguna Google,4,2019-02-16 17:31:43,Mantap banget ni aplikasi
Pengguna Google,5,2019-02-16 16:50:15,gimana cara daftar nya goblok dah
Pengguna Google,5,2019-02-15 10:46:58,mantap lah
Pengguna Google,2,2019-02-12 21:36:39,please bisa bayar pk pulsa dong please. ribet amat inilah itulah .tolong yah
Pengguna Google,3,2019-02-12 03:23:35,"Lumayan, buat bantu bikin akun baru, bisa review. Tapi Kemareeeen, skarang kok gk bisa...."
Pengguna Google,1,2019-02-06 06:17:38,not as good Spotify
Pengguna Google,1,2019-01-30 00:48:40,"spotify still better for me, spotify also have equalizer surround and bass enhancer. no pushing money every month for anyone just give a try with 💵 registration. payment also not flexible. tempatmu bukan disini"
Pengguna Google,5,2019-01-28 22:25:25,Aplikasi ini sangat bagus
Pengguna Google,4,2019-01-22 02:56:08,I hope they provide payment features through google play
Pengguna Google,5,2019-01-20 10:22:31,"ini bukan aplikasi untuk orang kere, please jangan comment"
Pengguna Google,5,2019-01-20 06:26:26,mantab
Pengguna Google,5,2019-01-18 20:21:59,"SUKA BANGET!!!, Aku ga perlu khawatir jika iphone aku lowbatt bisa pake apple music ini di android aku.. please ditingkatkan lagi..koleksi lagu2 nya.. thank you Apple😘"
Pengguna Google,4,2019-01-17 22:33:47,good apps
Pengguna Google,1,2019-01-14 12:03:48,Ini maksudnya gimana?musik sudah di download tapi ga bisa di putar?
Pengguna Google,5,2019-01-13 04:03:20,Apple Music ini yang aku suka dan Sangat bagus sekali.
Pengguna Google,3,2019-01-11 14:15:27,"tolong lebih lengkap lagi lagu""nya n terupdate masih belum lengkap saya pensuka gentre rock seperti marjinal mengapa tidak ada apple music perbaikin lagi tolong adain marjinal band & full album masih banyak yg kurang tolong di perbaiki lagi terus lagu"" terbaru gak ada di apple music"
Pengguna Google,5,2019-01-08 08:02:47,"keren...tinggal login pakai Apple ID, lagu nya langsung sama ky yg di iPhone kita..mantap 👍👍👍"
Pengguna Google,1,2019-01-07 06:42:59,ribet banget cuma aplikasi musik aja
Pengguna Google,5,2019-01-06 06:26:42,"apple punyaaa!! produk2 apple memang bermutu, gak salah download ini di android, hp gw satunya apple dan worth it bgt download ini dihp gw yg android! tinggal login dan taraaaa! playlist sama kyk di iphone,bisa mode offline lg. buat kalian yg ngeluh bayar, mending gak usah pake karena produk unggulan butuh dukungan klw pngn nikmati yg lebih puas! dan buat dukung para musisi dan band didunia"
Pengguna Google,5,2019-01-05 08:43:25,ok
Pengguna Google,5,2019-01-04 23:11:14,mantappp
Pengguna Google,5,2019-01-04 14:10:04,"APLIKASI INI MENYULITKAN PEMAKAINYA REWEL...RUMIT...RESE... LAYANAN KAYAK TAEK,!!!"
Pengguna Google,1,2019-01-02 16:02:15,gak berguna anj*nk
Pengguna Google,5,2019-01-01 17:37:32,Yang mau langganan apple music Rp.20000 3 Bulan bisa hubungi saya
Pengguna Google,5,2019-01-01 07:41:52,support
Pengguna Google,1,2018-12-31 12:35:34,kirain bisa buat play music aja kek spotify ternyata wajib bayar mulai dari pertama wkwkwk
Pengguna Google,4,2018-12-30 19:10:07,Unstable
Pengguna Google,5,2018-12-26 06:25:11,ok
Pengguna Google,5,2018-12-25 11:59:38,aku tidak berharap aplikasi ini gratis asalkan bisa bayar pakai visa debit card dan lengkap dengan music country
Pengguna Google,5,2018-12-25 00:22:37,oke
Pengguna Google,4,2018-12-24 23:19:58,Apple music has better sound quality than Spotify but Apple music didn't have recommendations feature like Spotify so I used apple music for listening and Spotify to find new song
Pengguna Google,5,2018-12-24 16:29:03,ya
Pengguna Google,5,2018-12-23 12:37:11,ok
Pengguna Google,5,2018-12-22 19:51:57,bingung cara pake nya
Pengguna Google,1,2018-12-22 12:04:13,aplikasi gak guna udh masukin pasword tetep gak bisa padahao paswordnya bener
Pengguna Google,3,2018-12-21 14:23:16,kayaknya bagus
Pengguna Google,5,2018-12-21 06:00:54,naiisee
Pengguna Google,3,2018-12-21 04:50:55,di coba dulu
Pengguna Google,5,2018-12-20 18:08:22,kualitas audio juara
Pengguna Google,2,2018-12-20 12:41:44,saya kasih bintang 2 dulu nanti kalau ccok saya tambah lagi
Pengguna Google,1,2018-12-18 11:40:26,Ndak ise
Pengguna Google,3,2018-12-18 07:17:48,Gw download ini cuma download lagu pehli nazar waala tolong bantu aku hanya download lagu itu doang
Pengguna Google,4,2018-12-16 13:06:36,Apik wae lah
Pengguna Google,5,2018-12-16 01:57:07,Bagus
Pengguna Google,5,2018-12-14 06:31:03,Kualitas suara terbaik lebih bagus dari spotify dan ada music videonya
Pengguna Google,4,2018-12-13 19:23:51,Good
Pengguna Google,5,2018-12-11 22:25:50,Mantap
Pengguna Google,5,2018-12-11 21:53:30,Good
Pengguna Google,5,2018-12-05 19:51:02,Pokoknya bagus sekali untuk dipakai apk ini.....
Pengguna Google,5,2018-12-05 10:43:10,Good
Pengguna Google,5,2018-12-04 20:46:17,Well
Pengguna Google,5,2018-12-03 15:28:52,Saya suka app nya makasih
Pengguna Google,5,2018-12-02 16:04:12,Oke bagus
Pengguna Google,5,2018-12-01 12:27:14,Yes
Pengguna Google,3,2018-12-01 08:42:29,Coba dulu ya klo bagus kasih 5 bintang
Pengguna Google,1,2018-12-01 06:59:39,kok bikin kesel nih app
Pengguna Google,3,2018-11-30 20:46:24,Hmm....lumayan sih...tpi klo aku dah puas bngt baru aku kasih bintang 5...
Pengguna Google,5,2018-11-29 05:53:45,Suka sama Apple music ini. Tapiiiii biaya langganan masih terbilang mahal. Spotify lebih murah
Pengguna Google,2,2018-11-27 11:44:16,Pengoprasian super lambat
Pengguna Google,5,2018-11-27 11:23:43,🎤🎤🎷🎺🎻yang sempurna😁😁
Pengguna Google,5,2018-11-26 18:30:40,Enak bisa nyetel lagu 👍
Pengguna Google,5,2018-11-25 06:54:32,Trimakasih
Pengguna Google,4,2018-11-25 05:19:47,Bodo amat dgn aplikasi mp3 halal klo masih ada yg haram. Menghargai musisi?? Setidaknya sudah dibantu nnton videonya di YT....
Pengguna Google,1,2018-11-24 03:54:48,Hati hati Masa harus bayar
Pengguna Google,5,2018-11-21 17:03:19,Musik yang terbaik
Pengguna Google,1,2018-11-21 16:12:49,Aplikasi apaan kaya tai bngt
Pengguna Google,5,2018-11-21 12:30:46,"Tambah lirik lagu, dan upgradenya dipres memorynya jgn trlalu besar.."
Pengguna Google,1,2018-11-20 15:53:57,Sulit masuk buat ID nya terus di minta lagi ngisi alamat
Pengguna Google,5,2018-11-20 10:52:54,Bagus
Pengguna Google,1,2018-11-20 08:37:25,"Pengen nyoba trial dulu, eh..gak tau nya kagak bisa. Emang wajib bayar dulu"
Pengguna Google,5,2018-11-19 00:01:49,Test to go use.
Pengguna Google,5,2018-11-18 23:05:23,Tolong playlist berdasarkan mood seperti Joox atau Spotify
Pengguna Google,5,2018-11-18 18:56:57,Baik
Pengguna Google,3,2018-11-17 22:24:30,"Performa jelek ,tapi SQ bagus"
Pengguna Google,3,2018-11-17 20:56:03,Dicoba dulu
Pengguna Google,5,2018-11-17 15:01:05,Gak rugi gw langganan 👍👍
Pengguna Google,5,2018-11-16 17:19:37,Always update songs in here i like it....
Pengguna Google,5,2018-11-15 09:49:53,Sy mau coba2 dulu
Pengguna Google,1,2018-11-15 09:17:20,"Orang kaya semua ni yg download.. harus punya kartu kredit.. kartu gw udh kena banned permanen.. gak bisa ngicip walau 1 lagu pun, walau punya uang.. hahaha"
Pengguna Google,5,2018-11-15 06:13:59,Perfect
Pengguna Google,4,2018-11-14 14:38:49,Good
Pengguna Google,5,2018-11-14 12:30:49,Suka banget
Pengguna Google,5,2018-11-12 19:40:46,Niceeeee
Pengguna Google,1,2018-11-12 07:28:25,"Can not try it, credit card required :-("
Pengguna Google,3,2018-11-11 18:12:24,"Lagunya lengkap sih, tpi bnyak lagu yg tdk bsa di putar d wilayah indonesia, file untuk download lagu offline nya jga kbesaran, tdk bisa di sesuaikan ukuranya, sering ketutup sndiri jga, selebihnya suara lebih oke ketimbang app sebelah👌👌"
Pengguna Google,1,2018-11-11 05:13:44,Lol bangsat tai gk bisa masuk
Pengguna Google,5,2018-11-10 14:08:32,S SU SUK SUKA SUKA B SUKA BA SUKA BAN SUKA BANG SUKA BANGE SUKA BANGET 😁😁
Pengguna Google,5,2018-11-10 00:38:01,Good
Pengguna Google,5,2018-11-09 17:20:57,Mantap oke bro asik
Pengguna Google,1,2018-11-09 07:29:38,Kambing
Pengguna Google,1,2018-11-07 13:09:22,Make iphone kok kaya rental kapal pesiar harga mahal isinya pun gk gratis hrs bayar sewa per bulan hadehhhhhh... Mending dijual lagi buat beli android
Pengguna Google,3,2018-11-06 20:00:50,Bagus daripada google play music cuman di us berfungsinya 😁
Pengguna Google,5,2018-11-05 19:56:15,Sangat bagus games dan lebih bagus
Pengguna Google,5,2018-11-05 14:07:32,test satu dua dicoba
Pengguna Google,5,2018-11-04 18:12:28,Keren.....
Pengguna Google,3,2018-11-03 17:10:02,Oke
Pengguna Google,1,2018-11-01 01:02:43,"Saya pengguna android tapi saya juga pengguna iTunes untuk membeli lagu, sayangnya aplikasi ini tidak bisa menampilkan lagu yang sudah saya beli, harus berlangganan untuk dengar lagu yang sudah saya beli rasanya seperti bayar 2 kali 👎"
